Vivado Simulator 2019.1
Time resolution is 1 ps
Time	clk	resetn	ffti_valid	split_valid	split_ready	ffto_valid	ffto_last
0	0	0	0		0		1		0		x
5000	1	0	0		0		1		0		0
10000	0	0	0		0		1		0		0
15000	1	0	0		0		1		0		0
20000	0	0	0		0		1		0		0
25000	1	0	0		0		1		0		0
30000	0	0	0		0		1		0		0
35000	1	0	0		0		1		0		0
40000	0	0	0		0		1		0		0
45000	1	0	0		0		1		0		0
50000	0	0	0		0		1		0		0
55000	1	0	0		0		1		0		0
60000	0	0	0		0		1		0		0
65000	1	0	0		0		1		0		0
70000	0	1	0		0		1		0		0
75000	1	1	0		0		1		0		0
80000	0	1	0		0		1		0		0
85000	1	1	0		0		1		0		0
90000	0	1	0		0		1		0		0
95000	1	1	0		0		1		0		0
100000	0	1	1		0		1		0		0
105000	1	1	1		0		1		0		0
110000	0	1	1		0		1		0		0
115000	1	1	1		0		1		0		0
120000	0	1	1		0		1		0		0
125000	1	1	1		0		1		0		0
130000	0	1	1		0		1		0		0
Warning: OPMODE Input Warning : The OPMODE 0110X0X with CARRYINSEL  000 to DSP48E1 instance is invalid.
Time: 135 ns  Iteration: 4  Process: /fft_tb/t1/add_real/U0/i_synth/addsub_op/ADDSUB/dsp/OP/dsp48e1_body/ALIGN_ADD/DSP2/DSP/prcs_opmode_drc  File: C:\Xilinx\Vivado\2019.1\data/vhdl/src/unisims/primitive/DSP48E1.vhd
135000	1	1	1		0		1		0		0
140000	0	1	1		0		1		0		0
145000	1	1	1		0		1		0		0
150000	0	1	1		0		1		0		0
155000	1	1	1		0		1		0		0
160000	0	1	1		0		1		0		0
165000	1	1	1		0		1		0		0
170000	0	1	1		0		1		0		0
175000	1	1	1		0		1		0		0
180000	0	1	0		0		1		0		0
185000	1	1	0		0		1		0		0
190000	0	1	0		0		1		0		0
195000	1	1	0		0		1		0		0
200000	0	1	0		0		1		0		0
205000	1	1	0		0		1		0		0
210000	0	1	0		0		1		0		0
215000	1	1	0		0		1		0		0
220000	0	1	0		0		1		0		0
225000	1	1	0		0		1		0		0
230000	0	1	0		0		1		0		0
235000	1	1	0		0		1		0		0
240000	0	1	0		0		1		0		0
245000	1	1	0		0		1		0		0
250000	0	1	0		0		1		0		0
255000	1	1	0		0		1		0		0
260000	0	1	0		0		1		0		0
265000	1	1	0		0		1		0		0
270000	0	1	0		0		1		0		0
275000	1	1	0		0		1		0		0
280000	0	1	0		0		1		0		0
285000	1	1	0		0		1		0		0
290000	0	1	0		0		1		0		0
295000	1	1	0		0		1		0		0
300000	0	1	0		0		1		0		0
305000	1	1	0		0		1		0		0
310000	0	1	0		0		1		0		0
315000	1	1	0		0		1		0		0
320000	0	1	0		0		1		0		0
325000	1	1	0		0		1		0		0
330000	0	1	0		0		1		0		0
335000	1	1	0		0		1		0		0
340000	0	1	0		0		1		0		0
345000	1	1	0		0		1		0		0
350000	0	1	0		0		1		0		0
355000	1	1	0		0		1		0		0
360000	0	1	0		0		1		0		0
365000	1	1	0		0		1		0		0
370000	0	1	0		0		1		0		0
375000	1	1	0		0		1		0		0
380000	0	1	0		0		1		0		0
385000	1	1	0		0		1		0		0
390000	0	1	0		0		1		0		0
395000	1	1	0		0		1		0		0
400000	0	1	0		0		1		0		0
405000	1	1	0		0		1		0		0
410000	0	1	0		0		1		0		0
415000	1	1	0		0		1		0		0
420000	0	1	0		0		1		0		0
425000	1	1	0		0		1		0		0
430000	0	1	0		0		1		0		0
435000	1	1	0		0		1		0		0
440000	0	1	0		0		1		0		0
445000	1	1	0		0		1		0		0
450000	0	1	0		0		1		0		0
455000	1	1	0		0		1		0		0
460000	0	1	0		0		1		0		0
465000	1	1	0		0		1		0		0
470000	0	1	0		0		1		0		0
475000	1	1	0		0		1		0		0
480000	0	1	0		0		1		0		0
485000	1	1	0		0		1		0		0
490000	0	1	0		0		1		0		0
495000	1	1	0		0		1		0		0
500000	0	1	0		0		1		0		0
505000	1	1	0		0		1		0		0
510000	0	1	0		0		1		0		0
515000	1	1	0		0		1		0		0
520000	0	1	0		0		1		0		0
525000	1	1	0		0		1		0		0
530000	0	1	0		0		1		0		0
535000	1	1	0		0		1		0		0
540000	0	1	0		0		1		0		0
545000	1	1	0		0		1		0		0
550000	0	1	0		0		1		0		0
555000	1	1	0		0		1		0		0
560000	0	1	0		0		1		0		0
565000	1	1	0		0		1		0		0
570000	0	1	0		0		1		0		0
575000	1	1	0		0		1		0		0
580000	0	1	0		0		1		0		0
585000	1	1	0		0		1		0		0
590000	0	1	0		0		1		0		0
595000	1	1	0		0		1		0		0
600000	0	1	0		0		1		0		0
605000	1	1	0		0		1		0		0
610000	0	1	0		0		1		0		0
615000	1	1	0		0		1		0		0
620000	0	1	0		0		1		0		0
625000	1	1	0		0		1		0		0
